id,content,disaster_types,themes,locations,format
1843534,"East Asia and the Pacific region remains extremely prone to natural hazards, with significant human casualties and economic losses ' more than 40 million people were affected by disasters in 2015. Children are among the most vulnerable to natural hazards, and suffer short-term and long-lasting negative impacts on health, nutrition, protection and education. Population growth, rapid urbanization and climate change continue to exacerbate the impact of disasters, which are expected to occur more frequently and with greater intensely, and to impact larger populations in the coming years. This threatens the well-being and protection of vulnerable populations, especially children, and prevents them from realizing their full potential. In 2015 and 2016, El Niño led to irregular rainfall patterns, causing both severe drought and flooding, particularly in Indonesia, Mongolia, the Pacific sub-region, Papua New Guinea, Timor-Leste and Viet Nam, affecting more than 10 million people. Typhoons and cyclones disrupted the lives of thousands of children in the Democratic People's Republic of Korea, the Pacific sub-region and Viet Nam. In addition, ethnic strife and protracted conflicts in Myanmar and the Philippines continue to severely impact the survival and well-being of children and other vulnerable populations. In the Philippines, clashes between the Philippine Armed Forces, the Abu Sayyaf group in Basilan and the Bangsamoro Islamic Freedom Fighters in Maguindanao continue to drive conflict-related displacement, with mounting concerns regarding grave violations of child rights.  **Regional humanitarian strategy**   The East Asia and the Pacific Regional Office (EAPRO) and UNICEF country offices work closely with national authorities to reach the most vulnerable children and their families and protect their rights during humanitarian situations. In response to recurrent monsoons and other disasters in the region, EAPRO will support country offices to deliver assistance to affected children, in line with the Core Commitments for Children in Humanitarian Action, particularly in the areas of water, sanitation and hygiene (WASH), nutrition, education and child protection. At the same time, UNICEF will continue to invest in its partnerships with national governments to strengthen capacities and systems in countries and contribute to national policy and strategy setting on preparedness and disaster risk reduction (DRR), based on child-centered risk assessment and vulnerability analysis. EAPRO will continue to build regional knowledge management capacity to document best practices and lessons learned to ensure regional exchange and make responses more fit for purpose in fast changing environments. Innovations such as cash transfers in emergencies are being piloted and further developed to support vulnerable groups affected by recurrent disasters. Committed to global agendas, including the World Humanitarian Summit, the Sendai Framework for Disaster Risk Reduction and the Paris Climate Agreement, EAPRO will continue to work closely with its humanitarian partners and regional and sub-regional government bodies to nurture close collaboration and provide effective action for children, while addressing climate change, resilience and DRR. Acknowledging the increased capacity for emergency response among many governments in the region, EAPRO and country offices will rely on regional support mechanisms that draw expertise from and provide surge support to countries in the region by pooling available resources, advocating for improved humanitarian performance monitoring and encouraging further alignment of service delivery in humanitarian and development programmes.     **Results in 2016**   As of 31 October 2016, UNICEF had received US$8.46 million against the US$8.10 million appeal.2 These funds allowed EAPRO to support the effective delivery of humanitarian action in its 14 country offices, and ensure investment in preparedness and DRR. Funds accessed through the regional preparedness and response budget supported the response to El Niño-induced drought and flooding in Viet Nam, including the distribution of therapeutic foods and micronutrients to pregnant and lactating women and children aged 6 to 23 months. Critical WASH supplies were delivered to affected families, with additional supplies en route. In response to Tropical Cyclone Winston, the UNICEF Office for the Pacific provided tents and education supplies to affected children, building on the achievements of ongoing development projects. In the Philippines, UNICEF concluded the Typhoon Haiyan response; one of its final contributions was to the development of the implementing regulation of the Children's Emergency Relief and Protection Act. EAPRO also enhanced country capacities through trainings on preparedness, response and DRR, and initiated knowledge management mechanisms to mitigate the impact of recurrent disasters. EAPRO is also an active DRR partner and in 2016 contributed to child and youth coalitions, preparedness/DRR platforms and inter-governmental events, and initiatives such as the Association of Southeast Asian Nations Agreement on Disaster Management and Emergency Response and the Asia Ministerial Conference on Disaster Risk Reduction.","['Drought', 'Flash Flood', 'Flood', 'Land Slide', 'Storm Surge', 'Tropical Cyclone']","['Disaster Management', 'Education', 'Food and Nutrition', 'Protection and Human Rights', 'Water Sanitation Hygiene']","['Cambodia', 'China', ""Democratic People's Republic of Korea"", 'Fiji', 'Indonesia', 'Malaysia', 'Myanmar', 'Papua New Guinea', 'Philippines', 'Thailand', 'Timor-Leste', 'Viet Nam', 'World']",Appeal
3725008,"**NEW YORK/DHAKA/COX'S BAZAR, 26 March 2021** ' 'UNICEF offers its deepest condolences to the families of Rohingya refugees killed and injured by the fire in Cox's Bazar, Bangladesh, as well as to the 50,000 refugees ' half of whom are children ' displaced by the disaster.  'The fire, which quickly spread across four Rohingya refugee camps on March 22, is believed to have claimed the lives of at least 11 people, including 3 children.  Over 50 children remain separated from their families and 300 people are unaccounted for.  'As firefighters extinguish the last embers of the blaze, UNICEF teams are on the ground responding to the needs of children and families. Our teams have already reported that over 140 learning centres have been destroyed, while water supply and sanitation systems have sustained significant damage.  ""Our most urgent priority is to ensure the safety and protection of affected children, in coordination with local authorities. UNICEF community volunteers are working to reunite separated children with their families and support relocation efforts for families whose shelters have been destroyed. UNICEF has also set up child-friendly spaces, providing hundreds of children with psychosocial support.  'UNICEF's partners have also delivered emergency water, sanitation and hygiene supplies and water services to the camps. Our mobile medical teams are providing first aid support to people who have suffered burns, cuts and other injuries.  'This fire is only the latest tragedy to hit Rohingya refugees. It has now been almost four years since 725,000 people were forced to flee their homes in Myanmar, bringing with them tales of unspeakable horror.  'Amidst this latest round of displacement, UNICEF urges the international community to step up its funding support for their immediate as well as longer-term needs.  'UNICEF also renews its call on all relevant parties and governments to ensure a long-term solution where Rohingya children and their families should be able to live as full members of society in peace and harmony with their neighbours back at home in Myanmar.'  **Media contacts**  **Faria Selim**   UNICEF Bangladesh   Tel: +8809604107077   Email:    **Matias Lindemann**   UNICEF New York   Tel: +1 917 547 2846   Email:",['Technological Disaster'],"['Health', 'Protection and Human Rights', 'Water Sanitation Hygiene']","['Bangladesh', 'Myanmar']",News and Press Release
3834382,"4 APRIL 2022 - Commenting on the IPCC Working Group III's Mitigation report out today, Yolande Wright, Global Director of Poverty and Climate Change at Save the Children, said:  ""*Today's alarming IPCC report shows the window for action to limit warming to 1.5 degrees -- which is what we need to limit deadly climate impacts -- is rapidly closing.  Meanwhile, children the world over are making their voices heard, and leaders must listen.*  *""**The climate crisis is a child rights crisis, particularly impacting those bearing the brunt of inequality and discrimination: the richest 50% of states are responsible for 86% of emissions, while the poorest are responsible for just 14%[[i]]( ).*  *""We know that there is still time to make a difference. **Modelling *[*released*]( )* last year by Save the Children and the Vrije Universiteit Brussel found that **under the original Paris Agreement pledges, a child born in 2020 will experience on average twice as many wildfires, 3 times as many crop failures, 2.6 times as many droughts, 3 times as many river floods, and 7 times more heatwaves across their lifetimes, compared to a person born in 1960.*  *""This same modelling, however, finds that limit**ing** warming to 1.5°C**will reduce the additional lifetime exposure of newborns to heatwaves by 45%, droughts by 39%, river floods by 38%, crop failures by 28%, and wildfire by 10%. This critical difference will allow more children to have a healthy future in which they have access to basic needs, and one in which their rights can be fulfilled.*  *""Leaders of the richest countrie**s and historical emitters must take responsibility. Without immediate drastic action to curb global emissions, children are burdened with the most dangerous impacts of the climate crisis.""*   ENDS  * * * * *  [[i]]( ) [Global inequalities in CO₂ emissions - Our World in Data]( )  For further enquiries please contact:  Emily Wight, < >;  Our media out of hours (BST) contact is < > / +44(0)7831 650409  Please also check our Twitter account @Save_GlobalNews for news alerts, quotes, statements and location Vlogs.","['Drought', 'Flood', 'Wild Fire']","['Agriculture', 'Climate Change and Environment', 'Food and Nutrition']",['World'],News and Press Release
3809151,"**Highlights**  ' The Hunga Tonga-Hunga Taa'pai volcano is simmering down, but it left a shroud of ash over the mainland, floodwaters inland and caused damage to infrastructure, particularly in the small islands.  ' Clean drinking water supply and environmental clean-up are among the priority humanitarian needs initially expressed.  ' UNICEF is mobilizing emergency supplies prepositioned in the Australian humanitarian warehouse in Brisbane and the UNICEF warehouse in Fiji for immediate deployment to Tonga.  **Situation Overview & Humanitarian Needs**  Three days after the explosive eruption that triggered a tsunami, the Hunga Tonga-Hunga Taa'pai volcano in Tonga appears to be simmering down as the volcanic activity has been downgraded to Alert Level 3, meaning that eruption hazards are now confined near its vent. Communications to Tonga are still a challenge. While local telecommunications within the main island of Tongatapu have been restored, overseas communications still depend on a few satellite phones operating in the island. Early reports describe substantial ash coverage around Nuku'alofa, inundation of coastal areas and damage to some infrastructure. Two casualties were confirmed. While damage to agriculture is less than what was feared, concerns about water supply, air quality and availability of fuel have been raised. Outbreak of waterborne diseases is also feared as tidal surges caused flooding 2-3 blocks inland. Aerial surveillance showed significant infrastructure damage to small islands in the Haapai group, north of the capital. The main airport in the capital is not yet operational as the ash covering the runaway is still being cleared. Repatriation flights from New Zealand and Fiji have also been cancelled because of the ash cloud.   Entry to Tonga remains restricted because of COVID-19 protocols.","['Flood', 'Tsunami', 'Volcano']","['Coordination', 'Education', 'Food and Nutrition', 'Health', 'Logistics and Telecommunications', 'Shelter and Non-Food Items', 'Water Sanitation Hygiene']","['Fiji', 'Samoa', 'Tonga']",Situation Report
1639151,"While the country is getting close to an anniversary of last year's worst nationwide flooding, KBZ's Brighter Myanmar Future foundation-BFM has speeded up its efforts for establishing disaster preparedness and response fund in regions and states.  Following the establishment of such a fund in nine regions and states in June and July, the philanthropic foundation provides the K100 million-fund to Shan State government yesterday. Speaking on the occasion, Chief Minister of Shan State Dr Lin Htut expressed thanks to the foundation's contribution to the state's disaster preparedness efforts.  The move is aimed at carrying out disaster preparedness and quickly responding to disasters, said U Khin Aung, of the BFM at the ceremony to hand over the cash to the government through the chief minister.  BFM and other philanthropic groups carried out evacuation and relief in areas which were badly hit by floods and landslides last year, but faced delays in sending relief aid to some areas due to poor infrastructure,  'Learning from these situations, the foundation decided to establish this fund,' said U Khin Aung.","['Flash Flood', 'Flood', 'Land Slide', 'Severe Local Storm']","['Contributions', 'Disaster Management']",['Myanmar'],News and Press Release
3868809,"LONDON/GENEVA, 22 July 2022 'Over 13,000 children in 18 countries have participated in one of the world's largest children's consultations on climate change, calling for faster action to address the climate crisis during a year marred by unprecedented drought, ferocious heatwaves, and devastating floods.  The consultations ' facilitated by Save the Children and running from May to July' involve a mix of face-to-face meetings, online surveys and Zoom calls to ask children questions about the climate crisis and inequality and their opinion on what adults should do to tackle this.  Over 3,500 children in Egypt, 3,000 in the UK, 3,000 in Indonesia, 1,200 in Nepal, 1,100 in Norway and 500 in Malawi have already participated in the consultations, alongside hundreds of children in Lebanon, Kenya and South Africa and other countries.  When completed, tens of thousands of children across more than 30 countries will have shared their views, making the consultation one of the largest of its kind, in the number of children reached and countries covered. The results will be shared in a global report to be released in October.  With the Horn of Africa facing its worst drought in a lifetime, Britain and parts of Europe seeing hottest days on record this month, wildfires raging across parts of France, Portugal, Spain and Greece, and floods in parts of South Asia and Australia, the feedback from children couldn't be more urgent.  Children affected by inequality and discrimination, such as those from lower-income families or refugee communities, are more at risk of the impacts of climate change, Save the Children said. They are most likely to lack access to quality healthcare, have underlying health conditions or be malnourished, and their families are least likely to be able to afford damage caused to livelihoods and homes.  Veronica\*, a 15-year-old girl in Malawi, said:  *'Floods, famine, high prices of goods and communicable diseases are becoming common problems and these are due to climate change.'*  Fariha\*, a 17-year-old Syrian girl living in Türkiye, said:  *'Our families and adults lived this life, but we are the ones who will continue living on this earth.'*  Angelique Orr, Save the Children's Director of Campaigns, said:  *'Young people around the world are already leading the way on climate change and inequality campaigning. Our job is to support them, give them space, amplify their message, listen to them, and take action.*  *'We're excited about the youth voice which is emerging through these hearings, and we are committed to amplifying them wherever and however possible. Organisations like Save the Children must campaign alongside children to urgently address the connected crises of economic inequality and climate change.'**​*  [Research by Save the Children ]( )has found that children born over the past year will on average face seven times more scorching heatwaves during their lives than their grandparents and newborns across the globe will on average live through 2.6 times more droughts.  Save the Children aims to support at least 50,000 children over the next three years to lead campaigns for a world that cares for children and their planet. This will involve highlighting children's ideas and actions across to the public to help inspire and motivate millions of supporters to take meaningful campaigning action with and for children. As part of wider movement efforts, the child rights organisation will work in strategic partnership with a range of civil society, progressive corporates and creative industries at local, national and global levels to achieve change for and with children.  For further enquiries please contact:  Daphnee Cook [ ]( ) / +254 717 524 904  Our media out of hours (BST) contact is [ ](  "" "") / +44(0)7831 650409  Please also check our Twitter account @Save_GlobalNews for news alerts, quotes, statements and location Vlogs.",['Heat Wave'],['Climate Change and Environment'],['World'],News and Press Release
1185401,"**I. Introduction**    1. The present report is submitted pursuant to General Assembly resolution 68/11 and Security Council resolution 2210 (2015), in which I was requested to report every three months on developments in Afghanistan.  2. The report provides an update on the activities of the United Nations in Afghanistan, including significant humanitarian, development and human rights efforts, since the issuance of my previous report of 10 June 2015 (A/69/929-S/2015/422). It also provides a summary of key political and security developments and regional and international events related to Afghanistan.","['Cold Wave', 'Flash Flood', 'Flood', 'Land Slide', 'Snow Avalanche']","['Contributions', 'Food and Nutrition', 'Health', 'Mine Action', 'Peacekeeping and Peacebuilding', 'Protection and Human Rights', 'Recovery and Reconstruction', 'Safety and Security']","['Afghanistan', 'Iran (Islamic Republic of)', 'Pakistan']",UN Document
3777423,"**Climate Crisis ' Children face life with far more heatwaves, floods, droughts and wildfires than grandparents**  Children born over the past year\[1\] will on average face seven times more scorching heatwaves during their lives than their grandparents under original Paris Agreement emission reduction pledges.  This is according to new research released by Save the Children in collaboration with an international team of climate researchers led by the Vrije Universiteit Brussel (VUB), and also published in the renowned journal [*Science*]( ).  In Afghanistan alone, children could face up to 18 times as many heatwaves as their elders.  Newborns across the globe will on average also live through 2.6 times more droughts, 2.8 times as many river floods, almost three times as many crop failures, and twice the number of wildfires as people born 60 years ago if emissions were to follow the original Paris Agreement pledges.  Children born in Mali could be facing up to 10 times as many crop failures as their grandparents.  Some children might even be hit by several of these disasters simultaneously or in quick succession ' exacerbating the effects even further.  Children living in lower-and middle-income countries, as well as in disadvantaged communities, will be worst affected as they are already at far greater risk from waterborne diseases, hunger, and malnutrition, and their homes are often more vulnerable to increased risks from floods, cyclones and other extreme weather events.   Moreover, these climate impacts risk trapping millions more children into long-term poverty and threaten to undo decades of progress in the fight against hunger and stunting.  The data is part of the organisation's new report [*Born into the Climate Crisis: Why we must act now to secure children's rights*]( ), and highlights the lifetime exposure to a range of extreme climate-related events on children born in 2020 compared to people born in 1960. The report also outlines the devastating impact of the climate crisis on children if urgent action is not taken, and features first-hand accounts from children in 11 countries on how climate change is impacting their lives, as well as recommendations on how to fight it.  Under the original Paris Agreement emission reduction pledges, global temperatures will rise by an estimated 2.6 to 3.1 degrees above pre-industrial levels—which would have an unacceptable impact on children, Save the Children said.  Under these pledges, children born in 2020 will face on average twice as many wildfires, 2.8 times more crop failures, 2.6 times more droughts, 2.8 times more river floods, and 6.8 times as many heatwaves during their lives than people born in 1960.  The organisation emphasised there is still time to turn this bleak future around. If warming is limited to 1.5 degrees, the additional lifetime exposure of newborns to heatwaves will drop by 45%; by 39% for droughts; by 38% for river floods; by 28% for crop failures, and by 10% for wildfires.  Aslam, 8, lives with his widowed mother in a Rohingya camp in Bangladesh, where floods have regularly hit over the past months. As their shelter flooded up to their waists, they lost all of their food and had to flee to higher ground. They returned to their shelter, but as the floor was still wet and muddy, they could not cook or sleep there.  *'When the floodwaters entered our house, we went up to the hill. Our food, stove, clothes are all wet. We can't stay at our house because of the wet soil. If the house is rebuilt, we will be able to stay in the house again. We can't cook rice in the house. Now I will go to \[a distribution point\] for food. I will bring food from there and then eat.'*  Chatten, 16, was just 8 years old when his home in the Philippines was destroyed by Typhoon Haiyan—one of the most powerful [tropical cyclones](  ""Tropical cyclone"") ever recorded—which devastated the country in 2013. Seeing the impacts of climate change first-hand inspired Chatten to become a climate activist, and he now campaigns with Save the Children. He said:   *""I've seen the effects of climate change with my own eyes. Typhoon Haiyan destroyed thousands of homes where I live and left many of my friends, relatives, classmates and other people homeless. Even before that, we were already experiencing a lot of climate-related disasters in my region, and each year it gets worse. In recent years we've had a drought, extreme heat waves and landslides caused by heavy rains. The months that are supposed to be sunny have become rainy, and the months that are supposed to be rainy are sunny.*  *To think that children born today will live through even more cyclones, heat waves and other disasters than our grandparents makes me feel sad. Children have contributed least to the climate crisis and yet we're the ones who will suffer the most.""*  Inger Ashing, CEO of Save the Children International, said: *'Our report shows the terrifying reality for this generation and future ones if we don't act now.*  *'Children in low- and middle-income countries and disadvantaged communities will be the worst affected, but every child will feel the ravaging impact of this climate emergency.*  *'The recent heatwaves in the US and Canada, the wildfires in Australia, the recent floods in Europe and China, the multiple droughts, which are driving food crises in places such as Afghanistan, Madagascar, and Somalia, have clearly shown that nowhere is safe. Without urgent action, we will be handing over a deadly future to our children.'*  The report also reveals that:  -   The impacts of climate change disrupt children's access to healthcare and education, especially for the already disadvantaged — such as girls, children in refugee communities, children with disabilities and Indigenous children. In Pakistan, for example, after the 2010 floods—made worse by climate change—24% of girls in Grade 6 dropped out of school, compared to 6% of boys\[2\]. -   While children in North America and Western Europe are unlikely to suffer more crop failures, for example, newborns in sub-Saharan Africa will face 2.6 times more crop failures than their elders, and children in the Middle East and North Africa up to 4.4 times more.  Ms Ashing continued: *'The climate crisis is a child rights crisis at its core. We need to scrap our dependency on fossil fuels, set up financial safety nets and support the hardest hit people. We can turn this around ' but we need to listen to children and jump into action. If warming is limited to 1.5 degrees, there is far more hope of a bright future for children who haven't even been born yet.'*  Save the Children said that action on climate change is not only a moral obligation but also a legal one for governments to act in the best interests of children.  Despite this, children are routinely left out of key decisions on the issue, even though it affects their lives most, and for decades to come. Children need to play a key role in decisions on climate change, particularly those impacted by inequality and discrimination, the organisation said. Governments not only need to listen to children but also act upon their recommendations.  Laura, 16, from Chile, said in the report: *'We will do our part, raising awareness among our peers, and close adults so that they recognize the problem and become aware of it because alone we will not be able to achieve it. We need joint work and real support from adults, even more so \[from\] the decision-makers, because today we are at risk \[…\] and without action, we will not have tomorrow.'*  To limit the impact of climate change on the lives of millions of children, Save the Children is calling for: a limit on global warming to 1.5 degrees, including by rapidly phasing out fossil fuels; an increase in climate financing to help children and communities adapt to the climate crisis; put children's voices, demands and rights at the centre of climate commitments; and invest in safety nets for children and families threatened by the climate crisis.  For more information or to set up interviews, please contact:  Natasha Dos Santos, [ ]( ) / +44 (0)7787 191957   Randa Ghazy, [ ]( ) / +44 (0)7429 980 655   Out-of-hours (BST), [ ]( ) / +44 (0)7831 650409  *Science* is publishing a Policy Forum related to this report, which is also embargoed until 27 September at 00:01 BST. Reporters interested in obtaining a copy should please email the *Science* Press Package team at [ ]( ) (hours Monday-Friday 8 am US ET to 5 pm US ET).  [Full report available here]( )  Notes to editors:  Climate researchers led by the Vrije Universiteit Brussels used five sources of data: newly-generated global-scale simulations of climate impacts across six extreme event categories; life expectancy data from the United Nations World Population Prospects; global mean temperature scenarios compiled in support of the IPCC Special Report on Global Warming of 1.5 degrees Celsius; gridded population reconstructions and projections; and country-scale cohort size data provided by the Wittgenstein Centre's Human Capital Data Explorer.  The research calculates the exposure of an average person to climate impacts across their lifetime in 178 countries, 11 regions and the globe, then compares different age groups to calculate conservative estimates of lifetime extreme event occurrence as a consequence of climate change, while controlling for changes in life expectancy. The study defines current policies as the climate pledges outlined in each state's Nationally Determined Contributions (NDCs) following the Paris Agreement and in this content considers a scenario with a global mean temperature increase of 2.4°C by 2100. The methods and results are documented in detail in a scientific publication published today in the renowned journal, [*Science*]( ).  Save the Children's report was developed with the support of a Child Reference Group, made up of 12 children aged between 12-17 years old from Albania, Bangladesh, Chile, El Salvador, Guatemala, Kosovo, Norway, Somalia, Sri Lanka, the United States, and Zambia. The children laid out how the impacts of intergenerational climate change are infringing on their rights to life, education, and protection.  * * *  \[1\] The research compared children born in 2020 to people born in 1960  \[2\]  *Women, girls and disasters ' A Review for DFID*. Available from [ ]( ).","['Drought', 'Flash Flood', 'Flood', 'Heat Wave', 'Land Slide', 'Storm Surge', 'Tropical Cyclone', 'Wild Fire']","['Agriculture', 'Climate Change and Environment', 'Disaster Management', 'Education', 'Food and Nutrition', 'Health', 'Protection and Human Rights', 'Water Sanitation Hygiene']","['Afghanistan', 'Bangladesh', 'Iraq', 'Lebanon', 'Mali', 'Nicaragua', 'Philippines', 'Solomon Islands', 'Somalia', 'Sri Lanka', 'Syrian Arab Republic', 'Vanuatu', 'World']",Analysis
3703991,"**Key highlights**  ' Eight people died, including a 13-year-old girl from Petrinja; 36 persons have been injured, and 30 persons saved from rubbles.  ' The Government declared a state of disaster for Sisak-Moslavina County and parts of Zagreb and Karlovac Counties.  ' UNICEF deployed an emergency team to the affected areas to assess the immediate critical needs of children and it delivered the first batch of 13,5 tons of emergency supplies.  ' Prime Minister Andrej Plenkovic sent a letter to UNICEF Representative Regina Castillo welcoming UNICEF's support.  ' The Government activated the EU Civil Protection Mechanism and received international assistance from several EU Member States.  ' The Government of Croatia formed a Government Coordination Committee to coordinate all organizations and numerous initiatives set up to respond to the earthquake. The Committee is led by the Deputy Prime Minister who is also the Minister of Croatian Veterans, Mr. Tomo Medved.  ' The Government of Croatia launched a web platform   for information and updates related to the Earthquake response and recovery.  ' The Government also opened a state treasury account for helping those affected by the earthquakes and appealed to citizens to be cautious given the resurgence of fake donation accounts.  ' The UNICEF Country Office in Croatia and the Slovenia National Committee for UNICEF launched emergency fundraising appeals to raise much-needed funds for both the immediate and the longer-term emergency response.",['Earthquake'],"['Education', 'Health', 'Protection and Human Rights', 'Shelter and Non-Food Items']",['Croatia'],Situation Report
35090,"UNDRO 90/1457 <br><b>CHINA - TYPHOONS<br> UNDRO SITUATION REPORT NO. 1<br> 14 SEPT 1990</b> <p>1. ON AUGUST 20, 31 AND SEPTEMBER 4, 8, SEVERE TYPHOONS SUCCESSIVELY HIT FUIJAN, ZHEJIANG, JIANGSU PROVINCES AND SHANGHAI MUNICIPALITY, GENERATING FLOODS AND CAUSING VAST LOSSES TO LIVES AND PROPERTY. <p>2. BASED ON PRELIMINARY REPORTS FROM CHINESE GOVERNMENT 559 PEOPLE DIED AND 2983 INJURED. 340,000 ROOMS COLLAPSED AND 1,164 MILLION DAMAGED. TOTAL ECONOMIC LOSSES ESTIMATED AT 6,6 BILLION YUAN (1,4 BILLION USD) <p>3. DURING LAST TWO MONTHS A TOTAL OF EIGHT TYPHOONS HAVE HIT SAME AREA. CUMULATIVE FIGURES FOR WHOLE TYPHOON SEASON TO DATE (FIGURES ABOVE INCLUDED) AS FOLLOWS: DEATHS 785, INJURED 4,089, MISSING 58, ROOMS DESTROYED 409,000, ROOMS DAMAGED 1,340,000, ECONOMIC LOSS 9 BILLION RMB (1,9 BILLION USD). <p>4. IN SPITE OF MASSIVE NATIONAL RELIEF EFFORT EMERGENCY REQUIREMENTS STILL UNMET. MOST URGENT OUTSTANDING NEEDS ARE GRAIN (UNSPECIFIED QUANTITIES), BLANKETS, TENTS,AND BLEACHING POWDER. FOR LONGER TERM REHABILITATION ASPHALT SHEETS, STEEL AND TIMBER REQUIRED. <p>5. CHINESE GOVT STATES IT WELCOMES AND STANDS READY TO ACCEPT ANY FOREIGN ASSISTANCE TO ALLEVIATE DISASTER INFLICTED SUFFERING ON LOCAL POPULATION. <p>6. UNDP/UNDRO RESIDENT REPRESENTATIVE IN CLOSE CONSULTATIONS WITH CHINESE GOVT PREPARING SPECIAL EMERGENCY ASSISTANCE PROGRAMME. UNDRO CONTRIBUTING EMERGENCY GRANT OF 20,000 USD FOR IMMEDIATE RELIEF NEEDS. <p>7. DONORS ARE REQUESTED TO INFORM UNDRO DIRECTLY OF THEIR CONTRIBUTIONS OR AID IN KIND BY TELEX (414242 DRO CH), FAX (41-22-733-5623) OR E-MAIL (UNIENET ID UNX008), WITH COPY TO UNDP/MANILA (TELEX 075/722-22250), FAX (00632-8164061). <p>ESSAAFI UNDRO GENEVA 414242 DRO CH <p>DPR 310 PHI'90 (1)",['Extratropical Cyclone'],,['China'],Situation Report
247528,"<b>Hanoi, October 18, 2007- </b>CARE in Vietnam is responding to severe flooding by distributing emergency food, blankets, mosquito nets and student kits. Flooding, the result of Typhoon Lekima which struck the country on the night of October 3, has left an estimated 200,000 people homeless and stranded others on the roof of their houses. Continuous heavy rains have created massive lakes in the lowlands with water failing to drain.  <p>""It is difficult to judge the full extent of the situation,"" says Peter Newsum, CARE's Country Director in Vietnam, ""but CARE is working hard to address the immediate needs of the affected communities distributing food, blankets, mosquito nets and student kits.""  <p>Thanh Hoa and Nghe An province are the hardest hit areas. Agriculture and fishing provide much of the income for this area and will be the most severely affected industries from the storms. With much of the land underwater and the rivers and oceans unable to be fished, the people of Central Vietnam will feel the effects of the storm long after the flooding subsides and the damage is cleared.  <p>Vietnam is frequently hit by floods however Vietnamese officials were quoted by Agence France Presse as saying that this is the worst flooding to hit the country in 45 years.  <p>CARE has been working in Vietnam since 1989 to address poverty and inequality, build a just and responsive society, and provide future generations with a healthy environment. CARE is working with communties vulnerable to natural disasters to help them better prepare for and respond to the increased frequency and severity of natural disasters in the region",['Extratropical Cyclone'],"['Agriculture', 'Food and Nutrition', 'Shelter and Non-Food Items']",['Viet Nam'],News and Press Release
3898954,"SG/SM/21548   21 OCTOBER 2022     The following statement was issued today by the Spokesman for UN Secretary-General António Guterres:  The Secretary-General is saddened to learn about the recent flooding in Nigeria, which is the worst in a decade.  Hundreds of lives and livelihoods have been lost, 1.3 million people have been displaced, and more than 2.8 million people have been impacted by the floods. Infrastructure and farmland have also been damaged, worsening the cost of living across the country.  The Secretary-General extends his deepest condolences to the Government of Nigeria and to the affected families.  The Secretary-General reiterates the United Nations continued commitment to supporting the Government of Nigeria in this challenging time.","['Flash Flood', 'Flood']",,['Nigeria'],News and Press Release
3892394,"MANILA, 29 September 2022 ' Gerd Müller, Director General of the UN Industrial Development Organization (UNIDO), and Carlos D. Sorreta, Undersecretary for Multilateral and International Economic Relations at the Philippines Department of Foreign Affairs, met to discuss further strengthening of cooperation and sign a Joint Declaration.  The document touches on a number of shared priorities, which sit high on the agendas of both the Philippines government and UNIDO. Food security is among them, and the two discussed ways to increase the productivity of agriculture and fisheries - both very important productive sectors in the country - and how to further integrate Filipino food produce into global value chains.  Director General Müller and Undersecretary Sorreta also agreed on the importance of renewable energy and industrial energy efficiency in fast-developing countries such the Philippines. In this context, there is a common focus on finding avenues to mainstream innovative and affordable technologies appropriate to the local context. Director General Müller expounded on UNIDO's new motto: Progress by innovation.  Another area for strengthened cooperation is adaptation to climate change and environmental protection. The Philippines is the one of the countries most at risk from the climate crisis. In recent years, extreme weather events, such as tropical cyclones and heavy monsoon rain, have triggered disastrous floods and landslides. Just days before Müller arrived in Manila, a super typhoon hit the north-western Philippines, forcing thousands out of their homes and leaving many towns underwater.   Lastly, Sorreta and Müller discussed how to facilitate the inflow of finance and investment in national manufacturing, as well as the transfer of advanced technologies to Filipino small and medium enterprises, which are the country's economic backbone.  Müller highlighted how the Joint Declaration is a framework to bolster UNIDO's cooperation with the Philippines and further advance SDG9 and inclusive and sustainable industrial development.  The meeting marked the beginning of celebrations of the 30th anniversary of the basic co-operation agreement, signed in 1993, which serves as the foundation of cooperation between the Philippines and UNIDO.","['Flood', 'Land Slide', 'Tropical Cyclone']","['Agriculture', 'Climate Change and Environment', 'Food and Nutrition']",['Philippines'],News and Press Release
